"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2020",100.093089946483,
"JPN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2000",110.687505848119,
"JPN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2005",108.953483954527,
"JPN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2006",109.213911292799,
"JPN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2007",104.57506697578,
"JPN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2008",100.84430954431,
"JPN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2009",101.070202432629,
"JPN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2010",100,
"JPN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2011",99.2096994092498,
"JPN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2012",99.7954817941325,
"JPN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2013",100.183393744425,
"JPN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2014",99.2538670153765,
"JPN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2015",99.4868694248291,
"JPN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2016",98.6102338576999,
"JPN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2017",99.6041344489897,
"JPN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2018",100.051337684706,
"JPN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2019",100.08430787962,
"JPN","TEACHERSALARY","PRY15YREXP","IDX2010","A","2020",100.093089946483,
"JPN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2000",110.754134896034,
"JPN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2005",108.970955648555,
"JPN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2006",109.213911292799,
"JPN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2007",104.57506697578,
"JPN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2008",100.84430954431,
"JPN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2009",101.070202432629,
"JPN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2010",100,
"JPN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2011",99.2096994092498,
"JPN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2012",99.7954817941325,
"JPN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2013",100.183393744425,
"JPN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2014",99.2538670153765,
"JPN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2015",99.4868694248291,
"JPN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2016",98.6102338576999,
"JPN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2017",99.6041344489897,
"JPN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2018",100.015438388802,
"JPN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2019",100.08430787962,
"JPN","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2020",100.093089946483,
"KOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2005",106.941127017549,
"KOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2006",108.056141269678,
"KOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2007",107.719592166551,
"KOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2008",106.031139216987,
"KOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2009",102.545585341117,
"KOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2010",100,
"KOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2011",102.146897047175,
"KOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2012",102.886877440451,
"KOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2013",104.28033742536,
"KOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2014",105.141561346355,
"KOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2015",109.899225474268,
"KOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2016",112.05407891628,
"KOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2017",114.05462128728,
"KOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2018",115.333501347235,
"KOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2019",116.400275468345,
"KOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2020",118.888255883419,
"KOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2005",106.95526333222,
"KOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2006",108.063184647888,
"KOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2007",107.723263535958,
"KOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2008",106.031138968331,
"KOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2009",102.545585100634,
"KOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2010",100,
"KOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2011",102.135156178371,
"KOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2012",102.867340921038,
"KOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2013",104.254391064097,
"KOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2014",105.111684422724,
"KOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2015",109.517727739726,
"KOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2016",111.668944352916,
"KOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2017",113.666718703511,
"KOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2018",114.944523559183,
"KOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2019",116.009946660298,
"KOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2020",118.493058670447,
"KOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2005",106.941127017549,
"KOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2006",108.056141269678,
"KOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2007",107.719592166551,
"KOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2008",106.031139216987,
"KOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2009",102.545585341117,
"KOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2010",100,
"KOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2011",102.146897047175,
"KOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2012",102.886877440451,
"KOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2013",104.28033742536,
"KOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2014",105.141561346355,
"KOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2015",108.331815301848,
"KOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2016",110.502162177292,
"KOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2017",112.524405666601,
"KOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2018",113.825509200805,
"KOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2019",114.905358787755,
"KOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2020",117.403177285978,
"KOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2005",103.981889774636,
"KOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2006",105.066981570909,
"KOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2007",104.728787518959,
"KOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2008",103.073607478774,
"KOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2009",99.6852763271831,
"KOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2010",100,
"KOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2011",102.135156178371,
"KOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2012",102.867340921038,
"KOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2013",104.254391064097,
"KOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2014",105.111684422724,
"KOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2015",109.517727739726,
"KOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2016",108.520592475485,
"KOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2017",113.666718703511,
"KOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2018",114.944523559183,
"KOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2019",116.009946660298,
"KOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2020",118.493058670447,
"LUX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2005",89.4906116154788,
"LUX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2006",89.1633375317687,
"LUX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2007",89.2892822289968,
"LUX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2008",95.5177558254611,
"LUX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2009",101.64265767923,
"LUX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2010",100,
"LUX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2011",97.9111943168017,
"LUX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2012",100.347037525446,
"LUX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2013",101.005192401571,
"LUX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2014",103.355012001686,
"LUX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2015",103.052330633248,
"LUX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2016",102.251271520388,
"LUX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2017",101.166828139144,
"LUX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2018",101.677692738239,
"LUX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2019",93.2817604629425,
"LUX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2020",92.1617884780669,
"LUX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2005",73.2817419477964,
"LUX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2006",73.0135949191189,
"LUX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2007",73.116584546363,
"LUX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2008",70.0750928199027,
"LUX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2009",72.4083416887147,
"LUX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2010",100,
"LUX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2011",97.9111943168017,
"LUX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2012",100.352123744065,
"LUX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2013",101.010179986113,
"LUX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2014",106.111617072892,
"LUX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2015",105.800862820719,
"LUX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2016",102.280362090372,
"LUX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2017",101.195610184103,
"LUX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2018",101.682713530503,
"LUX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2019",92.7140576704152,
"LUX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2020",91.6009747478187,
"LUX","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2005",89.4906116154788,
"LUX","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2006",89.1633375317687,
"LUX","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2007",89.2892822289968,
"LUX","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2008",95.5177558254611,
"LUX","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2009",101.64265767923,
"LUX","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2010",100,
"LUX","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2011",97.9111943168017,
"LUX","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2012",100.347037525446,
"LUX","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2013",101.005192401571,
"LUX","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2014",103.355012001686,
"LUX","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2015",103.052330633248,
"LUX","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2016",102.251271520388,
"LUX","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2017",101.166828139144,
"LUX","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2018",101.677692738239,
"LUX","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2019",93.2817604629425,
"LUX","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2020",92.1617884780669,
"LUX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2005",73.2817419477964,
"LUX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2006",73.0135949191189,
"LUX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2007",73.116584546363,
"LUX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2008",70.0750928199027,
"LUX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2009",72.4083416887147,
"LUX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2010",100,
"LUX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2011",97.9111943168017,
"LUX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2012",100.352123744065,
"LUX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2013",101.010179986113,
"LUX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2014",106.111617072892,
"LUX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2015",105.800862820719,
"LUX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2016",102.280362090372,
"LUX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2017",101.195610184103,
"LUX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2018",101.682713530503,
"LUX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2019",92.7140576704152,
"LUX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2020",91.6009747478187,
"MEX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2000",86.1089526771259,
"MEX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2005",96.9141456400631,
"MEX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2006",96.9435709678663,
"MEX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2007",97.1820888508022,
"MEX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2008",97.3356717048384,
"MEX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2009",98.2488562850032,
"MEX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2010",100,
"MEX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2011",102.065375710781,
"MEX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2012",102.632102125901,
"MEX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2013",101.544649721556,
"MEX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2014",104.014482426986,
"MEX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2015",104.646092753484,
"MEX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2016",113.963738864578,
"MEX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2017",112.668090843811,
"MEX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2018",113.061506770248,
"MEX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2019",113.897656602415,
"MEX","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2020",113.805052103887,
"MEX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2000",86.9373222634392,
"MEX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2005",97.4492736260793,
"MEX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2006",97.4404715665501,
"MEX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2007",97.6374224665956,
"MEX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2008",97.8671622948508,
"MEX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2009",98.9813984943616,
"MEX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2010",100,
"MEX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2011",102.58316158854,
"MEX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2012",101.571330910987,
"MEX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2013",101.602702736943,
"MEX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2014",104.116246024262,
"MEX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2015",104.786124532386,
"MEX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2016",114.255296466292,
"MEX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2017",113.030324606599,
"MEX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2018",113.583688731705,
"MEX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2019",114.492680538345,
"MEX","TEACHERSALARY","PRY15YREXP","IDX2010","A","2020",114.45934137923,
"MEX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2000",86.9373222634392,
"MEX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2005",97.4492736260793,
"MEX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2006",97.4404715665501,
"MEX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2007",97.6374224665956,
"MEX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2008",97.8671622948508,
"MEX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2009",98.9813984943616,
"MEX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2010",100,
"MEX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2011",102.58316158854,
"MEX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2012",101.571330910987,
"MEX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2013",101.602702736943,
"MEX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2014",104.116246024262,
"MEX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2015",104.786124532386,
"MEX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2016",114.255296466292,
"MEX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2017",113.030324606599,
"MEX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2018",113.583688731705,
"MEX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2019",114.492680538345,
"MEX","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2020",114.45934137923,
"NOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2005",94.2695609006311,
"NOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2006",93.7419958134265,
"NOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2007",94.7319421027834,
"NOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2008",97.0723374915526,
"NOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2009",98.4863292993865,
"NOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2010",100,
"NOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2011",104.176704163075,
"NOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2012",104.873714183538,
"NOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2013",108.820518626329,
"NOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2014",107.331690580684,
"NOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2015",109.580333533496,
"NOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2016",113.234775561123,
"NOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2017",113.121222717358,
"NOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2018",113.063790568253,
"NOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2019",112.630210668583,
"NOR","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2020",113.773213650457,
"NOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2005",94.2695609006311,
"NOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2006",93.7419958134265,
"NOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2007",94.7319421027834,
"NOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2008",97.0723374915526,
"NOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2009",98.4863292993865,
"NOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2010",100,
"NOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2011",104.176704163075,
"NOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2012",104.873714183538,
"NOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2013",108.820518626329,
"NOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2014",107.331690580684,
"NOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2015",109.580333533496,
"NOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2016",113.234775561123,
"NOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2017",113.121222717358,
"NOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2018",113.063790568253,
"NOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2019",112.630210668583,
"NOR","TEACHERSALARY","PRY15YREXP","IDX2010","A","2020",113.773213650457,
"NOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2005",93.0377562118459,
"NOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2006",92.4328748184386,
"NOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2007",93.7549235022964,
"NOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2008",96.7356420405168,
"NOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2009",98.2285049977577,
"NOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2010",100,
"NOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2011",103.941481517459,
"NOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2012",104.606917017124,
"NOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2013",109.106398688926,
"NOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2014",107.629619081313,
"NOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2015",110.721860211329,
"NOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2016",110.005595473214,
"NOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2017",109.893316938447,
"NOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2018",109.827756894105,
"NOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2019",109.39244283257,
"NOR","TEACHERSALARY","UPPSRY_15YREXP","IDX2010","A","2020",110.68183790294,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2005",90.1559349316492,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2006",90.6948437675023,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2007",93.948423909864,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2008",95.3969074367707,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2009",99.1812905149915,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2010",100,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2011",104.227571676802,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2012",105.04748313249,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2013",109.009552959573,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2014",107.536956171046,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2015",108.857219268303,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2016",107.733706498099,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2017",107.406986000527,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2018",105.834279333549,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2019",105.552003185321,
"NOR","TEACHERSALARY","EARLYCHILDEDU_15YREXP","IDX2010","A","2020",115.651099882876,
"POL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2005",88.2453257724005,
"POL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2008",93.7109935288852,
"POL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2009",96.3050118917279,
"POL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2010",100,
"POL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2011",102.990340141248,
"POL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2012",105.626738001325,
"POL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2013",107.698533618577,
"POL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2014",107.740723198068,
"POL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2015",108.369531015353,
"POL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2016",109.162461503147,
"POL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2017",109.343626175453,
"POL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2018",110.038246637173,
"POL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2019",114.678149584145,
"POL","TEACHERSALARY","LOWSRY_15YREXP","IDX2010","A","2020",124.56784864544,
"POL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2005",88.2453257724005,
"POL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2008",93.7109935288852,
"POL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2009",96.3050118917279,
"POL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2010",100,
"POL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2011",102.990340141248,
"POL","TEACHERSALARY","PRY15YREXP","IDX2010","A","2012",105.626738001325,
